Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
2,Tuesday,18-30,Male,High school,Employee,1-5 yr,Unknown,Owner,Unknown,Steep grade downward with mountainous terrain,Y Shape,Asphalt,Dry,Daylight,Cloudy,Rollover,1,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
2,Tuesday,18-30,Male,Elementary school,Employee,1-5 yr,Unknown,Owner,Unknown,Steep grade downward with mountainous terrain,Y Shape,Asphalt,Dry,Daylight,Cloudy,Collision with pedestrians,1,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
0,Monday,31-50,Male,High school,Employee,1-5 yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Monday,Under 18,Male,High school,Employee,Above 10yr,Public 1,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Tuesday,18-30,Male,High school,Employee,Below 1yr,Unknown,Owner,Two-way (divided with broken lines road marking),Escarpments,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Thursday,18-30,Male,High school,Employee,Above 10yr,Public 1,Owner,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with pedestrians,2,Reversing,Not a Pedestrian,Turnover,Slight Injury
2,Thursday,31-50,Male,Elementary school,Owner,5-10yr,Dry 1,Owner,Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with pedestrians,2,Moving Backward,Not a Pedestrian,Changing lane,Slight Injury
2,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with mountainous terrain and,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Overtaking,Not a Pedestrian,Driving carelessly,Serious Injury
2,Sunday,Unknown,Male,High school,Employee,1-5 yr,Unknown,Owner,Two way,Tangent road with mountainous terrain and,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Friday,Unknown,Male,Unknown,Unknown,Unknown,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Pedestrian,Moving Backward,Serious Injury
2,Friday,Under 18,Male,High school,Owner,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,Changing lane,Serious Injury
2,Wednesday,Under 18,Male,Elementary school,Employee,1-5 yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Overturning,Serious Injury
2,Thursday,Unknown,Male,Unknown,Unknown,Unknown,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,No distancing,Serious Injury
2,Thursday,18-30,Male,Unknown,Unknown,Unknown,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
1,Sunday,Over 51,Male,High school,Owner,1-5 yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Unknown,No distancing,Slight Injury
1,Sunday,Over 51,Male,High school,Employee,1-5 yr,Dry 1,Owner,Unknown,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Sunday,Unknown,Male,High school,Employee,1-5 yr,Dry 1,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Monday,Unknown,Male,High school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Monday,Under 18,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Raining,Collision with roadside objects,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
0,Saturday,31-50,Male,High school,Owner,Above 10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Unknown,Not a Pedestrian,Changing lane,Slight Injury
0,Saturday,31-50,Male,High school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
0,Wednesday,Under 18,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,Changing lane,Slight Injury
0,Wednesday,31-50,Male,High school,Employee,1-5 yr,Public (13?45 seats),Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No distancing,Slight Injury
1,Friday,18-30,Male,High school,Employee,1-5 yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
1,Friday,18-30,Male,High school,Employee,1-5 yr,Dry 2,Owner,One way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
1,Friday,18-30,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,Crossing,Asphalt,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Friday,Unknown,Female,Elementary school,Employee,5-10yr,Dry 2,Owner,One way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Friday,31-50,Male,High school,Employee,5-10yr,Dry 1,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Thursday,31-50,Male,High school,Employee,1-5 yr,Dry 1,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Changing lane,Slight Injury
3,Wednesday,Unknown,Male,Elementary school,Unknown,5-10yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No distancing,Slight Injury
3,Wednesday,31-50,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,T Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,Overtaking,Slight Injury
3,Wednesday,Unknown,Male,Elementary school,Employee,5-10yr,Auto,Owner,Unknown,Tangent road with flat terrain,T Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,Unknown,Slight Injury
2,Friday,Under 18,Male,High school,Employee,Above 10yr,Unknown,Owner,Two way,Tangent road with flat terrain,Unknown,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Unknown,Slight Injury
2,Friday,18-30,Male,High school,Employee,Above 10yr,Unknown,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Reversing,Not a Pedestrian,Changing lane,Slight Injury
2,Thursday,31-50,Male,Elementary school,Owner,1-5 yr,Unknown,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to pedestrian,Slight Injury
2,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Auto,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Thursday,31-50,Male,High school,Owner,1-5 yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Reversing,Not a Pedestrian,Changing lane,Slight Injury
2,Thursday,Unknown,Female,Elementary school,Employee,Above 10yr,Auto,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
2,Thursday,Unknown,Male,High school,Employee,5-10yr,Public 1,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Unknown,Collision with roadside objects,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
2,Thursday,Over 51,Male,High school,Employee,1-5 yr,Auto,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Thursday,18-30,Male,Elementary school,Employee,Above 10yr,Unknown,Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
1,Saturday,Unknown,Male,High school,Employee,1-5 yr,Public 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Turnover,Pedestrian,Changing lane,Slight Injury
1,Saturday,18-30,Male,Elementary school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,3,Going straight,Not a Pedestrian,Changing lane,Slight Injury
1,Saturday,Unknown,Male,High school,Employee,Above 10yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No distancing,Slight Injury
1,Saturday,Unknown,Male,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Saturday,Unknown,Male,High school,Employee,Above 10yr,Dry 2,Governmental,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
1,Saturday,18-30,Male,High school,Employee,Above 10yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
1,Saturday,31-50,Male,High school,Employee,Below 1yr,Dry 2,Owner,Two way,Tangent road with mild grade and flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury
1,Saturday,31-50,Male,High school,Owner,Above 10yr,Unknown,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt,Wet or damp,Darkness - lights lit,Raining,Rollover,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Friday,31-50,Male,High school,Unknown,Above 10yr,Public 1,Owner,Unknown,Tangent road with mild grade and flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,No distancing,Slight Injury
2,Friday,31-50,Male,High school,Employee,5-10yr,Auto,Owner,Unknown,Tangent road with mild grade and flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Turnover,Not a Pedestrian,No distancing,Slight Injury
2,Monday,Over 51,Male,Elementary school,Unknown,Unknown,Auto,Owner,One way,Tangent road with flat terrain,Y Shape,Gravel roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
2,Monday,31-50,Male,High school,Employee,5-10yr,Auto,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Wet or damp,Daylight,Raining,Collision with roadside objects,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Sunday,Unknown,Male,High school,Employee,5-10yr,Dry 2,Owner,Unknown,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
0,Sunday,Under 18,Male,High school,Owner,Below 1yr,Unknown,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Changing lane,Slight Injury
0,Sunday,Under 18,Male,High school,Employee,5-10yr,Dry 1,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Wednesday,Unknown,Male,Elementary school,Employee,1-5 yr,Unknown,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Wednesday,31-50,Male,High school,Owner,1-5 yr,Dry 2,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury
3,Friday,18-30,Male,Elementary school,Employee,1-5 yr,Auto,Owner,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Unknown,Driving carelessly,Slight Injury
3,Friday,31-50,Male,High school,Owner,1-5 yr,Public (13?45 seats),Governmental,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt,Dry,Daylight,Normal,Collision with pedestrians,2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
3,Tuesday,Over 51,Male,High school,Employee,Above 10yr,Auto,Owner,Two way,Tangent road with flat terrain,Unknown,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
3,Tuesday,Unknown,Female,High school,Employee,1-5 yr,Dry 2,Owner,Two way,Tangent road with flat terrain,Unknown,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
3,Wednesday,18-30,Male,High school,Employee,1-5 yr,Public 1,Owner,Two way,Tangent road with flat terrain,Y Shape,Asphalt,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Moving Backward,Not a Pedestrian,Driving carelessly,Serious Injury
0,Saturday,31-50,Male,High school,Employee,1-5 yr,Motorcycle,Owner,Two way,Tangent road with flat terrain,No junction,Unknown,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
2,Thursday,31-50,Male,High school,Employee,1-5 yr,Public 1,Owner,Two way,Tangent road with flat terrain,No junction,Unknown,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury
2,Thursday,31-50,Male,High school,Employee,5-10yr,Dry 2,Owner,Two way,Tangent road with flat terrain,No junction,Asphalt,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,Unknown,Not a Pedestrian,No priority to vehicle,Slight Injury
2,Saturday,31-50,Male,High school,Employee,5-10yr,Auto,Owner,Two way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,Going straight,Not a Pedestrian,Changing lane,Serious Injury
